LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,TotalPorch,GarageFinish,Functional,BsmtCond,LotConfig,LandSlope,BsmtQual,Foundation,FireplaceQu,PavedDrive,BsmtExposure,HouseStyle,Fence,SaleType,LandContour,BsmtFinType1,Neighborhood,Exterior2nd,LotShape,SaleCondition,KitchenQual,MasVnrType,RoofStyle,ExterCond,ExterQual,HeatingQC,Condition1,CentralAir,BldgType,MSZoning,GarageType,Electrical,MoSold,YrSold,YearBuiltlabel,YearRemodAdd_label,SalePrice,target
65,11700,7,7,0,1240,1240,2640,0,0,1,1,4,1,4,181,386,Unf,Typ,Fa,Corner,Gtl,TA,Stone,Gd,N,No,2Story,None,WD,Lvl,Unf,OldTown,Stucco,IR1,Normal,Gd,None,Mansard,TA,Gd,TA,Norm,N,1Fam,RM,Detchd,SBrkr,5,2009,6,1,265979,12.4911764
59,10593,7,5,338,801,1720,1720,1,0,2,0,3,1,2,240,210,Fin,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,No,1Story,None,WD,Lvl,GLQ,NoRidge,VinylSd,IR1,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2010,2,2,260400,12.46997803
50,8405,4,3,0,0,0,1529,0,0,2,0,4,0,1,92,185,Unf,Mod,None,Inside,Gtl,None,Slab,None,N,None,1.5Fin,None,WD,Lvl,None,Edwards,Wd Shng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,N,1Fam,RL,Detchd,FuseF,4,2009,6,6,98000,11.49273296
55,8800,4,7,0,576,576,1140,0,0,1,0,3,0,0,0,160,None,Min2,Fa,Corner,Gtl,TA,BrkTil,None,N,No,1.5Fin,None,WD,Lvl,Unf,OldTown,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RM,None,SBrkr,6,2010,6,1,96500,11.47730865
64,7750,7,5,0,660,660,1320,0,0,2,1,3,0,2,0,48,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,Unf,Gilbert,VinylSd,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,RRAn,Y,1Fam,RL,Attchd,SBrkr,8,2007,1,1,162000,11.99535779
79,9236,6,5,0,279,1479,1494,1,0,2,0,3,0,2,168,27,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Gd,1Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,2,2,217000,12.28765724
80,10240,8,5,178,1030,1030,2098,0,0,2,1,3,1,3,192,52,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Mn,2Story,None,WD,Lvl,Unf,NridgHt,VinylSd,Reg,Normal,Ex,BrkFace,Gable,TA,Gd,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2006,1,1,275500,12.52634654
61,7930,6,8,0,115,1026,1026,1,0,1,0,3,0,2,171,48,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,GLQ,NAmes,Plywood,Reg,Normal,Gd,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Detchd,SBrkr,7,2009,5,1,156000,11.9576177
34,3230,6,5,894,348,729,1471,0,0,2,1,3,0,2,0,24,Unf,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,GLQ,Somerst,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,TwnhsE,FV,Detchd,SBrkr,3,2009,2,2,172500,12.05815831
68,10769,8,5,0,846,866,1768,0,0,2,1,3,0,2,144,105,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,2Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2009,1,1,212000,12.26434627
72,11616,6,5,328,234,672,1386,0,0,2,1,3,1,2,335,0,Fin,Typ,TA,CulDSac,Gtl,TA,CBlock,TA,Y,Mn,2Story,GdPrv,WD,Lvl,Rec,Sawyer,HdBoard,IR1,Abnorml,TA,BrkCmn,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2010,4,4,158900,11.97603665
24,2280,7,5,360,195,744,1501,0,0,2,1,3,0,2,0,0,Unf,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,ALQ,Somerst,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,Twnhs,FV,Detchd,SBrkr,8,2008,2,2,179400,12.0973788
65,12257,8,5,513,1198,1318,2531,0,0,2,1,4,1,3,222,98,RFn,Typ,TA,Inside,Gtl,Gd,PConc,TA,Y,Av,2Story,None,WD,Lvl,LwQ,NoRidge,VinylSd,IR1,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,11,2007,2,2,290000,12.57763965
70,9100,6,6,0,252,864,864,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Rec,NAmes,Wd Sdng,Reg,Normal,TA,None,Hip,TA,TA,Ex,Norm,Y,1Fam,RL,Detchd,SBrkr,10,2009,6,6,127500,11.75587949
60,6911,5,5,0,740,1145,1301,0,0,1,0,2,0,2,0,0,Unf,Min1,TA,FR2,Gtl,TA,PConc,None,Y,Mn,1Story,None,WD,Lvl,LwQ,BrkSide,Wd Sdng,Reg,Normal,Fa,None,Gable,TA,TA,TA,Feedr,Y,1Fam,RM,Detchd,SBrkr,10,2009,6,6,100000,11.51293546
72,8640,7,5,0,732,756,1547,0,0,2,1,3,0,2,169,45,Unf,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Mn,2Story,None,Con,Lvl,GLQ,Somerst,VinylSd,Reg,Normal,Gd,None,Gable,TA,TA,Ex,Norm,Y,1Fam,FV,Attchd,SBrkr,6,2010,1,1,215200,12.27932775
82,9430,8,5,673,89,1252,2365,1,0,2,1,3,1,3,0,308,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Mn,2Story,None,WD,Lvl,GLQ,NoRidge,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2009,2,2,337000,12.72784118
30,9549,8,5,0,0,1494,1494,1,0,1,1,2,1,2,0,246,Fin,Typ,Gd,CulDSac,Gtl,Gd,PConc,Gd,Y,Av,1Story,None,WD,Lvl,LwQ,Veenker,BrkFace,IR1,Normal,Ex,None,Hip,Gd,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,4,2006,2,2,270000,12.50618094
75,14587,9,5,284,1498,1498,1506,0,0,2,0,2,1,2,0,174,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,New,Lvl,Unf,Somerst,VinylSd,IR1,Partial,Ex,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,8,2008,1,1,264132,12.48420804
80,10421,7,5,42,586,980,1714,0,0,2,1,3,1,2,228,222,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,No,2Story,MnPrv,WD,Lvl,GLQ,NWAmes,HdBoard,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,3,2010,3,3,196500,12.1884228
75,12508,6,7,0,323,983,1750,1,0,2,0,4,0,1,245,156,Unf,Mod,TA,Inside,Gtl,Gd,CBlock,None,Y,Mn,1.5Fin,None,WD,Lvl,ALQ,Mitchel,VinylSd,IR1,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,6,3,160000,11.98293534
70,9100,7,5,0,1836,1860,1836,0,0,2,0,3,1,2,120,33,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,WD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,Gd,None,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2006,1,1,216837,12.28690581
47,53504,8,5,603,234,1650,3279,1,0,3,1,4,1,3,503,246,Fin,Mod,TA,CulDSac,Mod,Gd,PConc,Gd,Y,Gd,2Story,None,WD,HLS,ALQ,StoneBr,Wd Shng,IR2,Normal,Ex,BrkFace,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,6,2010,1,1,538000,13.1956157
72,7252,5,5,0,173,858,858,1,0,1,0,2,0,2,120,0,Unf,Typ,TA,CulDSac,Gtl,Gd,CBlock,None,Y,Av,SFoyer,None,WD,Lvl,GLQ,Sawyer,Wd Sdng,IR1,Normal,TA,None,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,SBrkr,4,2009,3,3,134900,11.81229646
67,8877,4,5,0,0,836,1220,0,0,1,0,2,0,2,0,0,Unf,Typ,Fa,Inside,Gtl,Fa,CBlock,None,Y,No,1Story,None,COD,Lvl,LwQ,Edwards,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,FuseF,4,2006,6,6,102000,11.5327379
94,7819,6,5,0,480,1029,1117,1,0,1,0,3,1,2,144,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,TA,Y,Av,SLvl,MnPrv,WD,Lvl,ALQ,Edwards,Plywood,Reg,Abnorml,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Detchd,SBrkr,3,2010,4,4,107000,11.58059346
70,10150,5,5,1,456,912,912,0,0,1,0,2,0,1,0,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,COD,Lvl,Rec,NAmes,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,Ex,Feedr,Y,1Fam,RL,Attchd,FuseA,7,2007,6,6,114500,11.64833884
110,14226,8,5,375,1935,1935,1973,0,0,2,0,3,1,3,315,45,Fin,Typ,TA,Corner,Gtl,Gd,PConc,Gd,Y,Av,1Story,None,New,Lvl,Unf,NridgHt,VinylSd,Reg,Partial,Gd,BrkFace,Hip,TA,Gd,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2007,1,1,395000,12.88664358
32,4500,6,5,320,338,1204,1204,1,0,2,0,2,0,2,0,247,Fin,Typ,TA,FR2,Gtl,Ex,PConc,None,Y,No,1Story,None,WD,Lvl,GLQ,Mitchel,VinylSd,Reg,Normal,TA,BrkFace,Hip,TA,TA,Ex,Norm,Y,TwnhsE,RM,Attchd,SBrkr,6,2009,2,2,162000,11.99535779
86,11210,7,5,240,1594,1614,1614,0,0,2,0,3,0,3,144,59,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,1Story,None,New,Lvl,GLQ,CollgCr,VinylSd,IR1,Partial,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,1,1,221500,12.30818238
100,13350,5,5,0,102,864,894,1,0,1,0,3,1,2,241,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Fa,Y,No,1Story,MnPrv,WD,Lvl,ALQ,Sawyer,Plywood,IR1,Normal,TA,None,Hip,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2006,4,4,142500,11.8671043
60,8400,5,5,320,0,0,2020,0,0,2,0,4,2,2,0,0,Unf,Typ,None,Inside,Gtl,None,Slab,TA,Y,None,1Story,None,WD,Lvl,None,SawyerW,Plywood,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Feedr,Y,Duplex,RH,Detchd,SBrkr,10,2007,4,4,144000,11.87757552
78,10530,6,5,90,0,975,1004,1,0,1,0,2,0,2,0,0,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,None,Y,Gd,SFoyer,None,WD,Lvl,GLQ,Mitchel,ImStucc,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,Duplex,RL,Attchd,SBrkr,5,2006,4,4,135000,11.81303746
63,7875,7,5,38,1237,1237,1253,0,0,2,0,3,1,2,220,21,Fin,Typ,Gd,Inside,Gtl,Gd,PConc,TA,Y,No,1Story,None,WD,Lvl,Unf,Gilbert,HdBoard,Reg,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,2,2,176000,12.07824496
65,7153,6,5,0,374,761,1603,0,0,2,1,3,0,2,0,124,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,ALQ,SawyerW,VinylSd,Reg,Normal,Gd,None,Gable,Gd,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,2,2,175900,12.07767662
67,16285,7,5,0,1413,1413,1430,0,0,2,0,3,0,2,0,33,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,Unf,CollgCr,VinylSd,IR2,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2009,1,1,187100,12.13940386
74,9101,5,6,104,0,1097,1110,1,0,1,0,1,1,2,303,30,Fin,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,Av,SFoyer,None,WD,Lvl,GLQ,Mitchel,Plywood,IR1,Normal,Gd,BrkFace,Gable,Gd,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2009,4,4,165500,12.01673252
35,6300,6,6,0,742,742,1484,0,0,2,0,3,1,0,0,425,None,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,2.5Unf,None,WD,Lvl,Unf,OldTown,Wd Shng,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RM,None,SBrkr,6,2008,6,1,128000,11.75979336
80,9790,6,5,0,491,1372,1342,0,0,2,0,3,1,2,0,197,Unf,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,Rec,NWAmes,Wd Sdng,Reg,Normal,TA,None,Gable,TA,TA,TA,Feedr,Y,1Fam,RL,Attchd,SBrkr,9,2009,5,5,161500,11.99226661
60,10800,5,6,0,0,686,1652,1,0,2,0,4,0,1,0,196,Unf,Typ,TA,Inside,Gtl,Fa,PConc,None,Y,No,1.5Fin,None,WD,Lvl,LwQ,OldTown,MetalSd,Reg,Normal,TA,None,Gable,Gd,TA,TA,Artery,Y,1Fam,RM,Detchd,SBrkr,6,2010,6,6,139000,11.84223641
76,10142,7,5,0,300,956,2084,1,0,2,1,4,0,2,0,45,RFn,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,GLQ,SawyerW,VinylSd,IR1,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,1,2010,1,1,233000,12.35879802
50,6000,4,7,0,901,901,901,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Corner,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,Unf,OldTown,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RM,Detchd,SBrkr,8,2008,6,1,107900,11.58896942
80.5,12205,6,8,157,264,832,2087,0,0,2,1,5,0,2,133,168,Fin,Typ,Fa,Inside,Gtl,TA,CBlock,None,Y,Gd,2Story,None,WD,Low,LwQ,ClearCr,HdBoard,IR1,Normal,Gd,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2007,5,1,187500,12.14153946
43,3182,7,5,11,1129,1145,1145,0,0,2,0,2,1,2,100,16,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,No,1Story,None,WD,Lvl,GLQ,Blmngtn,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,9,2009,1,1,160200,11.98418456
74,11333,6,5,0,490,1029,1062,1,0,1,0,3,2,2,120,0,RFn,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,Av,SLvl,None,WD,Lvl,ALQ,Mitchel,HdBoard,IR1,Normal,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2007,4,4,146800,11.89683321
92,9920,7,5,0,255,1117,2013,1,0,2,1,3,1,2,180,130,Unf,Typ,TA,CulDSac,Gtl,Gd,PConc,TA,Y,Av,2Story,None,WD,Lvl,GLQ,NoRidge,MetalSd,IR1,Normal,TA,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,2,2,269790,12.50540286
76,9158,8,5,140,1496,1496,1496,0,0,2,0,3,0,2,168,130,Fin,Typ,TA,Inside,Gtl,Gd,PConc,None,Y,Av,1Story,None,New,Lvl,Unf,Somerst,CmentBd,Reg,Partial,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2007,1,1,225000,12.32386013
64,10832,7,5,0,712,712,1895,0,0,2,1,3,1,2,143,46,Fin,Typ,TA,Corner,Gtl,Gd,PConc,TA,Y,No,2Story,None,WD,Lvl,Unf,Gilbert,MetalSd,IR1,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2008,2,2,194500,12.17819258
70,8400,6,6,130,650,650,1564,0,0,2,1,3,1,2,0,254,Unf,Typ,TA,Inside,Gtl,Gd,CBlock,TA,Y,No,2Story,MnPrv,WD,Lvl,Unf,SawyerW,HdBoard,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2010,3,3,171000,12.04942468
71,8197,6,5,148,660,660,1285,0,0,1,1,3,1,2,138,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,TA,Y,No,1Story,MnPrv,WD,Lvl,Unf,Sawyer,Plywood,Reg,Normal,TA,BrkFace,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2007,4,4,143500,11.87409728
57,7677,5,5,0,203,773,773,0,0,1,0,2,0,1,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,VinylSd,Reg,Abnorml,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2008,6,6,110000,11.60824474
104,13518,9,5,860,1926,1926,3140,0,0,3,1,4,2,3,144,78,Fin,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,No,2Story,None,New,Lvl,Unf,NridgHt,VinylSd,Reg,Partial,Ex,Stone,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,7,2009,1,1,485000,13.09190623
60,7200,5,7,252,162,731,1768,1,0,1,1,3,2,1,0,264,Unf,Typ,TA,Corner,Gtl,Gd,BrkTil,TA,Y,No,1.5Fin,MnPrv,WD,Lvl,ALQ,SWISU,Wd Sdng,Reg,Normal,Gd,BrkFace,Gable,TA,TA,Ex,Feedr,Y,1Fam,RL,Detchd,SBrkr,6,2007,6,6,175000,12.07254697
79,12798,6,5,0,154,616,1688,1,0,2,1,4,0,2,403,299,RFn,Typ,TA,Inside,Mod,Gd,PConc,None,Y,Gd,2Story,None,WD,HLS,GLQ,ClearCr,VinylSd,IR1,Normal,Gd,None,Gable,TA,TA,Gd,Feedr,Y,1Fam,RL,Attchd,SBrkr,5,2008,2,2,200000,12.20607765
40,4800,4,7,0,999,1196,1196,1,0,1,0,2,0,2,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,WD,Lvl,LwQ,IDOTRR,MetalSd,Reg,Normal,TA,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RM,Detchd,FuseA,7,2007,6,2,109900,11.60733524
63,8199,7,5,0,80,728,1456,1,0,2,1,3,1,2,36,18,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Av,2Story,None,WD,Lvl,GLQ,CollgCr,Wd Shng,Reg,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2008,1,1,189000,12.14950759
107,13891,9,5,424,1734,1734,2822,0,0,3,1,4,1,3,52,362,RFn,Typ,TA,Inside,Gtl,Ex,PConc,Gd,Y,Gd,2Story,None,New,Lvl,Unf,NridgHt,VinylSd,Reg,Partial,Ex,Stone,Hip,TA,Ex,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,1,2009,1,1,582933,13.27582925
75,9000,5,5,0,124,936,1128,0,0,1,0,2,0,1,0,0,Unf,Min1,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,GdWo,WD,Lvl,LwQ,NAmes,Wd Sdng,Reg,Family,TA,None,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2006,6,6,118000,11.67844838
91,12274,7,5,256,1417,1417,1428,0,0,2,0,3,0,2,0,60,RFn,Typ,TA,FR2,Gtl,Gd,PConc,None,Y,No,1Story,None,New,Lvl,Unf,Somerst,VinylSd,IR1,Partial,Ex,Stone,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,1,1,227680,12.33570081
75,9750,5,5,0,100,980,980,0,0,2,0,3,0,1,68,0,Fin,Typ,TA,Inside,Gtl,TA,PConc,None,Y,Av,SLvl,None,WD,Lvl,ALQ,NAmes,VinylSd,Reg,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,10,2006,5,5,135500,11.8167343
144,21384,5,6,0,15,1324,1576,2,0,1,1,3,1,2,0,312,RFn,Typ,TA,Inside,Gtl,TA,CBlock,TA,Y,Gd,2Story,None,WD,Lvl,GLQ,BrkSide,Wd Sdng,Reg,Normal,Gd,None,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2009,6,1,223500,12.31717117
85,13400,5,5,1047,380,1024,1086,1,0,1,0,3,1,2,0,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,Gd,Y,Av,SLvl,GdWo,WD,Lvl,ALQ,NAmes,VinylSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,TA,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2006,5,5,159950,11.9826228
90,8100,5,5,0,849,849,2138,0,0,2,0,2,0,2,40,156,Unf,Typ,TA,Corner,Gtl,TA,PConc,None,N,No,2.5Unf,MnPrv,WD,Lvl,Unf,OldTown,AsbShng,Reg,Normal,TA,None,Hip,TA,TA,TA,Norm,N,1Fam,RM,Detchd,FuseA,11,2009,6,5,106000,11.57120381
78,10140,6,6,99,0,1040,1309,1,0,1,1,3,1,2,265,0,RFn,Typ,TA,Inside,Gtl,TA,CBlock,Fa,Y,No,1Story,GdPrv,WD,Lvl,ALQ,NWAmes,HdBoard,Reg,Normal,Gd,BrkFace,Hip,TA,TA,Fa,Norm,Y,1Fam,RL,Attchd,SBrkr,1,2006,4,2,181000,12.10625784
70,4438,6,5,169,186,848,848,1,0,1,0,1,1,2,140,0,Fin,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Gd,1Story,None,ConLD,Lvl,GLQ,CollgCr,VinylSd,Reg,Normal,Gd,BrkFace,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RM,Attchd,SBrkr,6,2008,1,1,144500,11.88104171
66,8712,5,5,0,540,540,1044,0,0,1,0,2,0,2,0,0,Unf,Typ,TA,Inside,Mod,TA,CBlock,None,N,Av,1Story,None,WD,Bnk,Unf,IDOTRR,Wd Sdng,Reg,Alloca,Fa,None,Hip,TA,Fa,TA,Norm,N,1Fam,C (all),Basment,FuseA,6,2010,6,6,55993,10.93299982
75,9750,6,6,243,834,1442,1442,0,0,1,1,4,0,1,0,275,RFn,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,No,1Story,None,COD,Lvl,Rec,NAmes,MetalSd,Reg,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,4,2007,6,6,157900,11.96972353
45,8248,5,7,0,686,686,1250,0,1,1,1,3,0,1,207,96,Unf,Typ,TA,Inside,Gtl,TA,BrkTil,None,P,No,1.5Fin,None,WD,Lvl,Unf,Edwards,Stucco,Reg,Normal,Fa,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Detchd,SBrkr,7,2006,6,6,116000,11.66135409
48,12137,7,5,442,1649,1649,1661,0,0,2,0,3,0,2,0,34,RFn,Typ,TA,CulDSac,Gtl,Gd,PConc,None,Y,No,1Story,None,WD,Lvl,Unf,CollgCr,VinylSd,IR2,Normal,Gd,BrkFace,Gable,TA,TA,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,5,2010,2,2,224900,12.32341558
73,11425,5,6,0,522,1008,1008,0,0,1,0,2,1,1,0,120,RFn,Typ,TA,Corner,Gtl,TA,CBlock,Gd,Y,No,1Story,None,WD,Lvl,BLQ,NAmes,BrkFace,IR1,Normal,TA,None,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2006,6,6,137000,11.8277435
74,13265,8,5,148,350,1568,1689,1,0,2,0,3,2,3,150,59,RFn,Typ,TA,CulDSac,Gtl,Gd,PConc,Gd,Y,No,1Story,None,WD,Lvl,GLQ,Mitchel,CmentBd,IR1,Normal,Gd,BrkFace,Hip,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,7,2008,1,1,271000,12.50987779
80,8816,6,7,80,506,1010,1052,1,0,1,0,3,0,2,0,0,Unf,Typ,TA,Inside,Gtl,TA,CBlock,None,Y,Av,SLvl,MnPrv,WD,Lvl,GLQ,ClearCr,HdBoard,Reg,Normal,TA,BrkFace,Gable,TA,TA,Gd,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2010,4,4,155000,11.95118685
44,6371,7,5,128,625,1358,1358,1,0,2,0,2,1,2,192,35,RFn,Typ,TA,Inside,Gtl,Gd,PConc,Gd,Y,Mn,1Story,None,New,Lvl,GLQ,NridgHt,VinylSd,IR1,Partial,Gd,Stone,Gable,TA,Gd,Ex,Norm,Y,TwnhsE,RL,Attchd,SBrkr,6,2010,1,1,224000,12.3194058
72,7226,7,5,0,798,798,1640,0,0,2,1,3,0,2,0,45,RFn,Typ,TA,CulDSac,Gtl,Gd,PConc,None,Y,No,2Story,None,WD,Lvl,Unf,CollgCr,VinylSd,IR1,Normal,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,Attchd,SBrkr,6,2008,1,1,183000,12.1172469
60,6000,4,4,0,936,936,936,0,0,1,0,2,0,2,0,144,Unf,Min2,TA,Inside,Mod,Fa,CBlock,None,Y,No,1Story,None,WD,Bnk,Unf,OldTown,MetalSd,Reg,Normal,TA,None,Gable,TA,Fa,TA,Norm,N,2fmCon,RM,Detchd,SBrkr,2,2009,6,6,93000,11.44036552
64,12394,7,5,0,847,847,1733,0,0,2,1,3,1,2,100,48,Fin,Typ,TA,Corner,Gtl,Gd,PConc,Gd,Y,Gd,2Story,None,WD,Lvl,Unf,Gilbert,VinylSd,IR1,Family,Gd,None,Gable,TA,Gd,Ex,Norm,Y,1Fam,RL,BuiltIn,SBrkr,10,2007,1,1,225000,12.32386013
